siparis_id,toplam_tutar,saat,gun_no,hava_durumu,sicaklik_c,urun_sayisi,hafta_sonu,kisi_sayisi,yas_grubu
3080,4220.0,21,6,Güneşli,24.0,4,1,2,25-34
3081,3140.0,21,6,Soğuk/Karlı,18.0,4,1,2,25-34
3082,1320.0,21,6,Bulutlu,12.0,2,1,1,25-34
3083,2280.0,21,6,Soğuk/Karlı,24.0,3,1,1,25-34
3084,2115.0,21,6,Güneşli,25.0,4,1,2,25-34
3085,2085.0,21,6,Yağmurlu,15.0,2,1,1,25-34
3086,4315.0,21,6,Güneşli,19.0,3,1,1,25-34
3087,1380.0,21,6,Soğuk/Karlı,24.0,2,1,1,25-34
3088,2730.0,21,6,Bulutlu,9.0,3,1,1,25-34
3089,1825.0,21,6,Güneşli,11.0,5,1,2,25-34
3090,2540.0,21,6,Yağmurlu,10.0,3,1,1,25-34
3091,190.0,22,6,Yağmurlu,13.0,2,1,1,25-34
3092,335.0,23,6,Güneşli,24.0,2,1,1,25-34
3093,60.0,23,6,Soğuk/Karlı,19.0,1,1,1,25-34
3094,240.0,0,0,Soğuk/Karlı,15.0,2,1,1,25-34
3095,300.0,1,0,Soğuk/Karlı,23.0,2,1,1,25-34
3096,255.0,1,0,Yağmurlu,24.0,2,1,1,25-34
3097,460.0,8,0,Soğuk/Karlı,15.0,2,1,1,25-34
3098,1040.0,8,0,Soğuk/Karlı,13.0,2,1,1,25-34
3099,630.0,8,0,Soğuk/Karlı,12.0,2,1,1,25-34
3100,1075.0,8,0,Bulutlu,11.0,2,1,1,25-34
3101,1110.0,8,0,Bulutlu,10.0,2,1,1,25-34
3102,425.0,8,0,Güneşli,21.0,2,1,1,25-34
3103,390.0,8,0,Soğuk/Karlı,18.0,2,1,1,25-34
3104,700.0,8,0,Bulutlu,15.0,2,1,1,25-34
3105,665.0,8,0,Yağmurlu,24.0,2,1,1,25-34
3106,700.0,8,0,Yağmurlu,13.0,2,1,1,25-34
3107,735.0,8,0,Yağmurlu,23.0,2,1,1,25-34
3108,530.0,8,0,Yağmurlu,8.0,2,1,1,25-34
3109,530.0,9,0,Soğuk/Karlı,21.0,2,1,1,25-34
3110,460.0,9,0,Bulutlu,20.0,2,1,1,25-34
3111,700.0,9,0,Güneşli,12.0,2,1,1,25-34
3112,970.0,9,0,Bulutlu,9.0,2,1,1,25-34
3113,390.0,9,0,Soğuk/Karlı,8.0,2,1,1,25-34
3114,1040.0,9,0,Güneşli,10.0,2,1,1,25-34
3115,735.0,9,0,Soğuk/Karlı,24.0,2,1,1,25-34
3116,1110.0,10,0,Güneşli,12.0,2,1,1,25-34
3117,630.0,10,0,Yağmurlu,19.0,2,1,1,25-34
3118,700.0,10,0,Bulutlu,21.0,2,1,1,25-34
3119,735.0,10,0,Soğuk/Karlı,24.0,2,1,1,25-34
3120,735.0,10,0,Soğuk/Karlı,8.0,2,1,1,25-34
3121,630.0,10,0,Yağmurlu,24.0,2,1,1,25-34
3122,735.0,10,0,Bulutlu,26.0,2,1,1,25-34
3123,735.0,10,0,Soğuk/Karlı,24.0,2,1,1,25-34
3124,460.0,10,0,Yağmurlu,9.0,2,1,1,25-34
3125,65.0,11,0,Soğuk/Karlı,21.0,1,1,1,25-34
3126,285.0,11,0,Güneşli,26.0,2,1,1,25-34
3127,495.0,12,0,Güneşli,18.0,3,1,1,25-34
3128,445.0,12,0,Yağmurlu,20.0,2,1,1,25-34
3129,340.0,12,0,Soğuk/Karlı,9.0,2,1,1,25-34
3130,535.0,12,0,Soğuk/Karlı,15.0,3,1,1,25-34
3131,465.0,12,0,Güneşli,16.0,2,1,1,25-34
3132,340.0,12,0,Güneşli,26.0,2,1,1,25-34
3133,340.0,12,0,Yağmurlu,13.0,2,1,1,25-34
3134,455.0,12,0,Yağmurlu,22.0,3,1,1,25-34
3135,585.0,12,0,Bulutlu,13.0,3,1,1,25-34
3136,355.0,12,0,Yağmurlu,9.0,2,1,1,25-34
3137,395.0,12,0,Soğuk/Karlı,16.0,2,1,1,25-34
3138,355.0,12,0,Yağmurlu,11.0,2,1,1,25-34
3139,455.0,12,0,Güneşli,14.0,3,1,1,25-34
3140,395.0,12,0,Bulutlu,20.0,2,1,1,25-34
3141,395.0,12,0,Yağmurlu,16.0,2,1,1,25-34
3142,375.0,12,0,Güneşli,10.0,2,1,1,25-34
3143,355.0,12,0,Bulutlu,19.0,2,1,1,25-34
3144,455.0,12,0,Güneşli,9.0,3,1,1,25-34
3145,585.0,12,0,Bulutlu,22.0,3,1,1,25-34
3146,325.0,13,0,Yağmurlu,21.0,2,1,1,25-34
3147,495.0,13,0,Bulutlu,26.0,3,1,1,25-34
3148,340.0,13,0,Güneşli,21.0,2,1,1,25-34
3149,495.0,13,0,Bulutlu,10.0,3,1,1,25-34
3150,465.0,13,0,Bulutlu,15.0,2,1,1,25-34
3151,340.0,13,0,Güneşli,18.0,2,1,1,25-34
3152,585.0,13,0,Soğuk/Karlı,24.0,3,1,1,25-34
3153,355.0,13,0,Yağmurlu,19.0,2,1,1,25-34
3154,455.0,13,0,Güneşli,10.0,3,1,1,25-34
3155,340.0,13,0,Bulutlu,10.0,2,1,1,25-34
3156,455.0,13,0,Güneşli,8.0,3,1,1,25-34
3157,465.0,13,0,Güneşli,22.0,2,1,1,25-34
3158,495.0,13,0,Bulutlu,11.0,3,1,1,25-34
3159,465.0,13,0,Bulutlu,14.0,2,1,1,25-34
3160,325.0,13,0,Bulutlu,14.0,2,1,1,25-34
3161,325.0,13,0,Soğuk/Karlı,8.0,2,1,1,25-34
3162,465.0,13,0,Bulutlu,13.0,2,1,1,25-34
3163,45.0,14,0,Soğuk/Karlı,8.0,1,1,1,25-34
3164,210.0,14,0,Güneşli,9.0,2,1,1,25-34
3165,285.0,14,0,Bulutlu,11.0,2,1,1,25-34
3166,75.0,15,0,Güneşli,13.0,1,1,1,25-34
3167,85.0,15,0,Güneşli,24.0,1,1,1,25-34
3168,180.0,15,0,Güneşli,8.0,2,1,1,25-34
3169,180.0,16,0,Soğuk/Karlı,17.0,2,1,1,25-34
3170,35.0,16,0,Güneşli,24.0,1,1,1,25-34
3171,180.0,16,0,Bulutlu,14.0,2,1,1,25-34
3172,130.0,16,0,Güneşli,26.0,1,1,1,25-34
3173,210.0,17,0,Güneşli,19.0,2,1,1,25-34
3174,60.0,17,0,Yağmurlu,24.0,1,1,1,25-34
3175,35.0,17,0,Bulutlu,17.0,1,1,1,25-34
3176,285.0,18,0,Güneşli,11.0,2,1,1,25-34
3177,3240.0,19,0,Güneşli,24.0,4,1,2,25-34
3178,1760.0,19,0,Bulutlu,9.0,5,1,2,25-34
3179,4240.0,19,0,Yağmurlu,10.0,3,1,1,25-34
3180,3470.0,19,0,Bulutlu,15.0,3,1,1,25-34
3181,4585.0,19,0,Güneşli,23.0,4,1,2,25-34
3182,1585.0,19,0,Güneşli,9.0,4,1,2,25-34
3183,3260.0,19,0,Güneşli,8.0,3,1,1,25-34
3184,3440.0,19,0,Yağmurlu,24.0,3,1,1,25-34
3185,3020.0,19,0,Yağmurlu,18.0,3,1,1,25-34
3186,2085.0,19,0,Soğuk/Karlı,25.0,3,1,1,25-34
3187,3990.0,19,0,Yağmurlu,24.0,5,1,2,25-34
3188,2580.0,19,0,Güneşli,17.0,3,1,1,25-34
3189,1805.0,19,0,Soğuk/Karlı,17.0,4,1,2,25-34
3190,3180.0,19,0,Soğuk/Karlı,23.0,3,1,1,25-34
3191,3480.0,19,0,Güneşli,26.0,5,1,2,25-34
3192,4110.0,19,0,Bulutlu,24.0,5,1,2,25-34
3193,3500.0,19,0,Yağmurlu,11.0,2,1,1,25-34
3194,4320.0,19,0,Yağmurlu,12.0,5,1,2,25-34
3195,3530.0,19,0,Bulutlu,22.0,4,1,2,25-34
3196,2800.0,20,0,Bulutlu,19.0,4,1,2,25-34
3197,2580.0,20,0,Soğuk/Karlı,13.0,2,1,1,25-34
3198,3865.0,20,0,Yağmurlu,10.0,3,1,1,25-34
3199,2170.0,20,0,Güneşli,16.0,4,1,2,25-34
3200,2220.0,20,0,Bulutlu,22.0,3,1,1,25-34
3201,2430.0,20,0,Bulutlu,23.0,5,1,2,25-34
3202,3620.0,20,0,Bulutlu,25.0,4,1,2,25-34
3203,2300.0,20,0,Soğuk/Karlı,25.0,3,1,1,25-34
3204,1600.0,20,0,Güneşli,17.0,5,1,2,25-34
3205,2075.0,20,0,Güneşli,26.0,5,1,2,25-34
3206,2360.0,20,0,Güneşli,22.0,5,1,2,25-34
3207,1750.0,20,0,Bulutlu,23.0,4,1,2,25-34
3208,2575.0,20,0,Soğuk/Karlı,8.0,2,1,1,25-34
3209,2010.0,20,0,Güneşli,23.0,5,1,2,25-34
3210,1560.0,20,0,Yağmurlu,11.0,3,1,1,25-34
3211,1710.0,20,0,Güneşli,15.0,2,1,1,25-34
3212,2175.0,20,0,Bulutlu,10.0,4,1,2,25-34
3213,3085.0,20,0,Soğuk/Karlı,9.0,4,1,2,25-34
3214,1630.0,20,0,Yağmurlu,12.0,3,1,1,25-34
3215,2020.0,20,0,Bulutlu,16.0,2,1,1,25-34
3216,2250.0,20,0,Bulutlu,25.0,2,1,1,25-34
3217,2715.0,20,0,Güneşli,21.0,4,1,2,25-34
3218,2120.0,20,0,Soğuk/Karlı,12.0,4,1,2,25-34
3219,2660.0,20,0,Soğuk/Karlı,17.0,5,1,2,25-34
3220,1950.0,20,0,Soğuk/Karlı,17.0,5,1,2,25-34
3221,1240.0,20,0,Yağmurlu,12.0,2,1,1,25-34
3222,2790.0,20,0,Bulutlu,25.0,5,1,2,25-34
3223,3700.0,20,0,Soğuk/Karlı,26.0,4,1,2,25-34
3224,4140.0,21,0,Soğuk/Karlı,17.0,4,1,2,25-34
3225,2770.0,21,0,Yağmurlu,19.0,3,1,1,25-34
3226,2740.0,21,0,Bulutlu,22.0,4,1,2,25-34
3227,3815.0,21,0,Güneşli,11.0,4,1,2,25-34
3228,1915.0,21,0,Güneşli,8.0,3,1,1,25-34
3229,1160.0,21,0,Güneşli,18.0,3,1,1,25-34
3230,2815.0,21,0,Soğuk/Karlı,9.0,3,1,1,25-34
3231,1450.0,21,0,Yağmurlu,17.0,3,1,1,25-34
3232,3140.0,21,0,Güneşli,16.0,4,1,2,25-34
3233,2930.0,21,0,Yağmurlu,11.0,3,1,1,25-34
3234,1680.0,21,0,Güneşli,22.0,4,1,2,25-34
3235,1790.0,21,0,Soğuk/Karlı,16.0,3,1,1,25-34
3236,3150.0,21,0,Bulutlu,16.0,5,1,2,25-34
3237,1585.0,21,0,Yağmurlu,10.0,5,1,2,25-34
3238,2665.0,21,0,Güneşli,16.0,5,1,2,25-34
3239,1360.0,21,0,Yağmurlu,21.0,4,1,2,25-34
3240,2165.0,21,0,Bulutlu,26.0,5,1,2,25-34
3241,1505.0,21,0,Güneşli,19.0,4,1,2,25-34
3242,2340.0,21,0,Güneşli,16.0,3,1,1,25-34
3243,1795.0,21,0,Soğuk/Karlı,11.0,3,1,1,25-34
3244,4005.0,21,0,Soğuk/Karlı,10.0,5,1,2,25-34
3245,35.0,22,0,Soğuk/Karlı,14.0,1,1,1,25-34
3246,215.0,22,0,Bulutlu,9.0,2,1,1,25-34
3247,45.0,23,0,Yağmurlu,16.0,1,1,1,25-34
3248,245.0,0,1,Soğuk/Karlı,21.0,2,0,1,25-34
3249,220.0,0,1,Soğuk/Karlı,10.0,2,0,1,25-34
3250,60.0,0,1,Bulutlu,12.0,1,0,1,25-34
3251,65.0,0,1,Bulutlu,26.0,1,0,1,25-34
3252,65.0,1,1,Yağmurlu,18.0,1,0,1,25-34
3253,60.0,1,1,Yağmurlu,15.0,1,0,1,25-34
3254,130.0,1,1,Güneşli,20.0,1,0,1,25-34
3255,530.0,8,1,Soğuk/Karlı,12.0,2,0,1,25-34
3256,770.0,8,1,Yağmurlu,18.0,2,0,1,25-34
3257,495.0,8,1,Yağmurlu,22.0,2,0,1,25-34
3258,970.0,8,1,Bulutlu,21.0,2,0,1,25-34
3259,460.0,8,1,Soğuk/Karlı,16.0,2,0,1,25-34
3260,735.0,8,1,Yağmurlu,15.0,2,0,1,25-34
3261,495.0,9,1,Bulutlu,22.0,2,0,1,25-34
3262,630.0,9,1,Soğuk/Karlı,25.0,2,0,1,25-34
3263,530.0,9,1,Yağmurlu,18.0,2,0,1,25-34
3264,390.0,9,1,Bulutlu,9.0,2,0,1,25-34
3265,530.0,9,1,Soğuk/Karlı,25.0,2,0,1,25-34
3266,770.0,9,1,Bulutlu,21.0,2,0,1,25-34
3267,630.0,10,1,Yağmurlu,8.0,2,0,1,25-34
3268,970.0,10,1,Soğuk/Karlı,20.0,2,0,1,25-34
3269,390.0,10,1,Yağmurlu,21.0,2,0,1,25-34
3270,495.0,10,1,Güneşli,11.0,2,0,1,25-34
3271,770.0,10,1,Bulutlu,13.0,2,0,1,25-34
3272,1075.0,10,1,Yağmurlu,25.0,2,0,1,25-34
3273,460.0,10,1,Bulutlu,13.0,2,0,1,25-34
3274,460.0,10,1,Bulutlu,24.0,2,0,1,25-34
3275,1040.0,10,1,Yağmurlu,20.0,2,0,1,25-34
3276,65.0,11,1,Güneşli,21.0,1,0,1,25-34
3277,60.0,11,1,Bulutlu,23.0,1,0,1,25-34
3278,325.0,12,1,Soğuk/Karlı,16.0,2,0,1,25-34
3279,355.0,12,1,Soğuk/Karlı,22.0,2,0,1,25-34
3280,375.0,12,1,Soğuk/Karlı,19.0,2,0,1,25-34
3281,395.0,12,1,Soğuk/Karlı,9.0,2,0,1,25-34
3282,495.0,12,1,Soğuk/Karlı,10.0,3,0,1,25-34
3283,340.0,12,1,Yağmurlu,20.0,2,0,1,25-34
3284,455.0,12,1,Güneşli,24.0,3,0,1,25-34
3285,465.0,12,1,Soğuk/Karlı,18.0,2,0,1,25-34
3286,340.0,12,1,Bulutlu,23.0,2,0,1,25-34
3287,455.0,12,1,Soğuk/Karlı,12.0,3,0,1,25-34
3288,445.0,12,1,Yağmurlu,13.0,2,0,1,25-34
3289,535.0,12,1,Bulutlu,14.0,3,0,1,25-34
3290,375.0,13,1,Yağmurlu,15.0,2,0,1,25-34
3291,455.0,13,1,Soğuk/Karlı,24.0,3,0,1,25-34
3292,455.0,13,1,Yağmurlu,23.0,3,0,1,25-34
3293,465.0,13,1,Soğuk/Karlı,8.0,2,0,1,25-34
3294,395.0,13,1,Bulutlu,10.0,2,0,1,25-34
3295,355.0,13,1,Soğuk/Karlı,25.0,2,0,1,25-34
3296,495.0,13,1,Soğuk/Karlı,21.0,3,0,1,25-34
3297,355.0,13,1,Bulutlu,20.0,2,0,1,25-34
3298,340.0,13,1,Güneşli,25.0,2,0,1,25-34
3299,585.0,13,1,Güneşli,11.0,3,0,1,25-34
3300,340.0,13,1,Güneşli,12.0,2,0,1,25-34
3301,445.0,13,1,Bulutlu,23.0,2,0,1,25-34
3302,535.0,13,1,Bulutlu,15.0,3,0,1,25-34
3303,585.0,13,1,Güneşli,11.0,3,0,1,25-34
3304,355.0,13,1,Yağmurlu,13.0,2,0,1,25-34
3305,325.0,13,1,Soğuk/Karlı,11.0,2,0,1,25-34
3306,325.0,13,1,Güneşli,20.0,2,0,1,25-34
3307,65.0,14,1,Soğuk/Karlı,25.0,1,0,1,25-34
3308,65.0,15,1,Bulutlu,24.0,1,0,1,25-34
3309,175.0,15,1,Yağmurlu,22.0,2,0,1,25-34
3310,35.0,16,1,Soğuk/Karlı,20.0,1,0,1,25-34
3311,295.0,16,1,Bulutlu,15.0,2,0,1,25-34
3312,170.0,17,1,Güneşli,11.0,2,0,1,25-34
3313,85.0,17,1,Güneşli,8.0,1,0,1,25-34
3314,35.0,17,1,Bulutlu,19.0,1,0,1,25-34
3315,245.0,18,1,Güneşli,23.0,2,0,1,25-34
3316,35.0,18,1,Bulutlu,17.0,1,0,1,25-34
3317,185.0,18,1,Güneşli,19.0,2,0,1,25-34
3318,1310.0,19,1,Yağmurlu,9.0,4,0,2,25-34
3319,2940.0,19,1,Soğuk/Karlı,11.0,4,0,2,25-34
3320,3830.0,19,1,Soğuk/Karlı,23.0,5,0,2,25-34
3321,1960.0,19,1,Bulutlu,8.0,3,0,1,25-34
3322,3100.0,19,1,Yağmurlu,17.0,3,0,1,25-34
3323,2400.0,19,1,Güneşli,11.0,3,0,1,25-34
3324,3015.0,19,1,Soğuk/Karlı,21.0,3,0,1,25-34
3325,1800.0,19,1,Yağmurlu,22.0,2,0,1,25-34
3326,3350.0,19,1,Güneşli,20.0,3,0,1,25-34
3327,1695.0,19,1,Güneşli,14.0,4,0,2,25-34
3328,1430.0,19,1,Soğuk/Karlı,23.0,3,0,1,25-34
3329,4310.0,19,1,Soğuk/Karlı,14.0,5,0,2,25-34
3330,2025.0,19,1,Bulutlu,26.0,3,0,1,25-34
3331,1860.0,19,1,Bulutlu,20.0,4,0,2,25-34
3332,1315.0,19,1,Yağmurlu,10.0,3,0,1,25-34
3333,4695.0,19,1,Güneşli,11.0,3,0,1,25-34
3334,2295.0,19,1,Soğuk/Karlı,8.0,4,0,2,25-34
3335,3660.0,19,1,Güneşli,17.0,4,0,2,25-34
3336,2220.0,19,1,Soğuk/Karlı,16.0,3,0,1,25-34
3337,3440.0,19,1,Bulutlu,12.0,4,0,2,25-34
3338,4105.0,19,1,Güneşli,24.0,4,0,2,25-34
3339,2880.0,19,1,Yağmurlu,20.0,3,0,1,25-34
3340,3365.0,19,1,Soğuk/Karlı,23.0,4,0,2,25-34
3341,3985.0,19,1,Soğuk/Karlı,16.0,4,0,2,25-34
3342,3565.0,19,1,Güneşli,19.0,3,0,1,25-34
3343,1245.0,19,1,Soğuk/Karlı,15.0,4,0,2,25-34
3344,2355.0,20,1,Soğuk/Karlı,17.0,2,0,1,25-34
3345,1970.0,20,1,Soğuk/Karlı,23.0,3,0,1,25-34
3346,3795.0,20,1,Güneşli,15.0,4,0,2,25-34
3347,3110.0,20,1,Güneşli,24.0,5,0,2,25-34
3348,1700.0,20,1,Soğuk/Karlı,12.0,3,0,1,25-34
3349,1550.0,20,1,Yağmurlu,21.0,3,0,1,25-34
3350,1820.0,20,1,Yağmurlu,22.0,4,0,2,25-34
3351,2025.0,20,1,Yağmurlu,8.0,4,0,2,25-34
3352,2560.0,20,1,Soğuk/Karlı,13.0,4,0,2,25-34
3353,1920.0,20,1,Soğuk/Karlı,10.0,3,0,1,25-34
3354,3095.0,20,1,Güneşli,13.0,4,0,2,25-34
3355,3100.0,20,1,Yağmurlu,23.0,3,0,1,25-34
3356,2210.0,20,1,Soğuk/Karlı,14.0,5,0,2,25-34
3357,1630.0,20,1,Bulutlu,12.0,2,0,1,25-34
3358,3955.0,20,1,Güneşli,15.0,5,0,2,25-34
3359,1675.0,20,1,Soğuk/Karlı,15.0,4,0,2,25-34
3360,3100.0,20,1,Güneşli,15.0,3,0,1,25-34
3361,2640.0,20,1,Soğuk/Karlı,16.0,3,0,1,25-34
3362,2840.0,20,1,Soğuk/Karlı,18.0,3,0,1,25-34
3363,4455.0,21,1,Yağmurlu,8.0,5,0,2,25-34
3364,3805.0,21,1,Bulutlu,23.0,5,0,2,25-34
3365,2965.0,21,1,Güneşli,22.0,4,0,2,25-34
3366,2010.0,21,1,Güneşli,8.0,4,0,2,25-34
3367,3700.0,21,1,Güneşli,9.0,3,0,1,25-34
3368,2540.0,21,1,Yağmurlu,17.0,4,0,2,25-34
3369,3810.0,21,1,Güneşli,19.0,5,0,2,25-34
3370,2680.0,21,1,Yağmurlu,22.0,2,0,1,25-34
3371,3120.0,21,1,Bulutlu,16.0,5,0,2,25-34
3372,1770.0,21,1,Yağmurlu,24.0,3,0,1,25-34
3373,3020.0,21,1,Soğuk/Karlı,12.0,4,0,2,25-34
3374,2205.0,21,1,Soğuk/Karlı,18.0,1,0,1,25-34
3375,2310.0,21,1,Güneşli,23.0,4,0,2,25-34
3376,1880.0,21,1,Soğuk/Karlı,10.0,5,0,2,25-34
3377,2220.0,21,1,Bulutlu,17.0,5,0,2,25-34
3378,3675.0,21,1,Bulutlu,8.0,1,0,1,25-34
3379,3180.0,21,1,Güneşli,14.0,4,0,2,25-34
3380,1665.0,21,1,Soğuk/Karlı,20.0,4,0,2,25-34
3381,1150.0,21,1,Bulutlu,12.0,2,0,1,25-34
3382,2370.0,21,1,Bulutlu,9.0,3,0,1,25-34
3383,3220.0,21,1,Güneşli,22.0,4,0,2,25-34
3384,2055.0,21,1,Bulutlu,9.0,3,0,1,25-34
3385,2840.0,21,1,Bulutlu,18.0,4,0,2,25-34
3386,1980.0,21,1,Yağmurlu,16.0,5,0,2,25-34
3387,3795.0,21,1,Bulutlu,17.0,4,0,2,25-34
3388,3290.0,21,1,Bulutlu,22.0,4,0,2,25-34
3389,2735.0,21,1,Yağmurlu,9.0,4,0,2,25-34
3390,2295.0,21,1,Güneşli,21.0,2,0,1,25-34
3391,2900.0,21,1,Yağmurlu,21.0,5,0,2,25-34
3392,1470.0,21,1,Güneşli,16.0,3,0,1,25-34
3393,2490.0,21,1,Güneşli,8.0,3,0,1,25-34
3394,3245.0,21,1,Soğuk/Karlı,26.0,4,0,2,25-34
3395,60.0,22,1,Soğuk/Karlı,23.0,1,0,1,25-34
3396,275.0,22,1,Güneşli,20.0,2,0,1,25-34
3397,60.0,22,1,Bulutlu,22.0,1,0,1,25-34
3398,35.0,22,1,Soğuk/Karlı,8.0,1,0,1,25-34
3399,45.0,23,1,Güneşli,24.0,1,0,1,25-34
3400,325.0,23,1,Güneşli,8.0,2,0,1,25-34
3401,85.0,23,1,Bulutlu,26.0,1,0,1,25-34
3402,65.0,0,2,Bulutlu,18.0,1,0,1,25-34
3403,325.0,0,2,Soğuk/Karlı,26.0,2,0,1,25-34
3404,75.0,1,2,Bulutlu,22.0,1,0,1,25-34
3405,460.0,8,2,Soğuk/Karlı,17.0,2,0,1,25-34
3406,530.0,8,2,Bulutlu,9.0,2,0,1,25-34
3407,970.0,8,2,Bulutlu,13.0,2,0,1,25-34
3408,1075.0,8,2,Güneşli,10.0,2,0,1,25-34
3409,735.0,8,2,Yağmurlu,23.0,2,0,1,25-34
3410,735.0,8,2,Soğuk/Karlı,11.0,2,0,1,25-34
3411,1005.0,8,2,Soğuk/Karlı,21.0,2,0,1,25-34
3412,530.0,8,2,Güneşli,16.0,2,0,1,25-34
3413,1040.0,8,2,Yağmurlu,17.0,2,0,1,25-34
3414,530.0,9,2,Güneşli,15.0,2,0,1,25-34
3415,460.0,9,2,Bulutlu,10.0,2,0,1,25-34
3416,1040.0,9,2,Güneşli,20.0,2,0,1,25-34
3417,530.0,9,2,Güneşli,13.0,2,0,1,25-34
3418,700.0,9,2,Yağmurlu,26.0,2,0,1,25-34
3419,1110.0,9,2,Güneşli,13.0,2,0,1,25-34
3420,1040.0,9,2,Yağmurlu,23.0,2,0,1,25-34
3421,1075.0,9,2,Güneşli,19.0,2,0,1,25-34
3422,700.0,9,2,Soğuk/Karlı,18.0,2,0,1,25-34
3423,390.0,9,2,Yağmurlu,13.0,2,0,1,25-34
3424,970.0,9,2,Bulutlu,19.0,2,0,1,25-34
3425,425.0,10,2,Güneşli,17.0,2,0,1,25-34
3426,1075.0,10,2,Yağmurlu,25.0,2,0,1,25-34
3427,1075.0,10,2,Yağmurlu,24.0,2,0,1,25-34
3428,1110.0,10,2,Soğuk/Karlı,22.0,2,0,1,25-34
3429,1110.0,10,2,Soğuk/Karlı,14.0,2,0,1,25-34
3430,75.0,11,2,Soğuk/Karlı,11.0,1,0,1,25-34
3431,225.0,11,2,Soğuk/Karlı,12.0,2,0,1,25-34
3432,215.0,11,2,Soğuk/Karlı,20.0,2,0,1,25-34
3433,225.0,11,2,Yağmurlu,25.0,2,0,1,25-34
3434,495.0,12,2,Soğuk/Karlı,14.0,3,0,1,25-34
3435,325.0,12,2,Yağmurlu,13.0,2,0,1,25-34
3436,445.0,12,2,Yağmurlu,11.0,2,0,1,25-34
3437,465.0,12,2,Bulutlu,8.0,2,0,1,25-34
3438,355.0,12,2,Yağmurlu,22.0,2,0,1,25-34
3439,340.0,12,2,Bulutlu,26.0,2,0,1,25-34
3440,325.0,12,2,Güneşli,18.0,2,0,1,25-34
3441,455.0,12,2,Yağmurlu,21.0,3,0,1,25-34
3442,455.0,12,2,Bulutlu,21.0,3,0,1,25-34
3443,445.0,12,2,Güneşli,21.0,2,0,1,25-34
3444,340.0,12,2,Yağmurlu,22.0,2,0,1,25-34
3445,340.0,12,2,Soğuk/Karlı,11.0,2,0,1,25-34
3446,340.0,12,2,Yağmurlu,23.0,2,0,1,25-34
3447,535.0,12,2,Soğuk/Karlı,17.0,3,0,1,25-34
3448,535.0,12,2,Yağmurlu,25.0,3,0,1,25-34
3449,465.0,12,2,Yağmurlu,20.0,2,0,1,25-34
3450,340.0,13,2,Yağmurlu,16.0,2,0,1,25-34
3451,585.0,13,2,Soğuk/Karlı,26.0,3,0,1,25-34
3452,340.0,13,2,Güneşli,8.0,2,0,1,25-34
3453,495.0,13,2,Güneşli,21.0,3,0,1,25-34
3454,535.0,13,2,Yağmurlu,20.0,3,0,1,25-34
3455,340.0,13,2,Yağmurlu,18.0,2,0,1,25-34
3456,455.0,13,2,Güneşli,20.0,3,0,1,25-34
3457,395.0,13,2,Soğuk/Karlı,11.0,2,0,1,25-34
3458,455.0,13,2,Yağmurlu,20.0,3,0,1,25-34
3459,455.0,13,2,Soğuk/Karlı,9.0,3,0,1,25-34
3460,465.0,13,2,Yağmurlu,8.0,2,0,1,25-34
3461,495.0,13,2,Yağmurlu,15.0,3,0,1,25-34
3462,445.0,13,2,Yağmurlu,10.0,2,0,1,25-34
3463,375.0,13,2,Bulutlu,10.0,2,0,1,25-34
3464,375.0,13,2,Bulutlu,13.0,2,0,1,25-34
3465,375.0,13,2,Güneşli,25.0,2,0,1,25-34
3466,535.0,13,2,Soğuk/Karlı,15.0,3,0,1,25-34
3467,455.0,13,2,Bulutlu,17.0,3,0,1,25-34
3468,355.0,13,2,Bulutlu,15.0,2,0,1,25-34
3469,495.0,13,2,Güneşli,26.0,3,0,1,25-34
3470,585.0,13,2,Bulutlu,23.0,3,0,1,25-34
3471,445.0,13,2,Güneşli,16.0,2,0,1,25-34
3472,455.0,13,2,Güneşli,17.0,3,0,1,25-34
3473,455.0,13,2,Bulutlu,11.0,3,0,1,25-34
3474,445.0,13,2,Güneşli,20.0,2,0,1,25-34
3475,140.0,14,2,Soğuk/Karlı,14.0,2,0,1,25-34
3476,210.0,14,2,Bulutlu,25.0,2,0,1,25-34
3477,45.0,14,2,Yağmurlu,11.0,1,0,1,25-34
3478,35.0,15,2,Soğuk/Karlı,24.0,1,0,1,25-34
3479,45.0,15,2,Yağmurlu,12.0,1,0,1,25-34
3480,155.0,16,2,Yağmurlu,18.0,2,0,1,25-34
3481,75.0,17,2,Soğuk/Karlı,12.0,1,0,1,25-34
3482,205.0,17,2,Bulutlu,11.0,2,0,1,25-34
3483,75.0,17,2,Soğuk/Karlı,14.0,1,0,1,25-34
3484,35.0,17,2,Soğuk/Karlı,9.0,1,0,1,25-34
3485,295.0,18,2,Bulutlu,19.0,2,0,1,25-34
3486,75.0,18,2,Güneşli,19.0,1,0,1,25-34
3487,65.0,18,2,Bulutlu,16.0,1,0,1,25-34
3488,3395.0,19,2,Güneşli,8.0,4,0,2,25-34
3489,2900.0,19,2,Güneşli,22.0,5,0,2,25-34
3490,2750.0,19,2,Yağmurlu,16.0,5,0,2,25-34
3491,1695.0,19,2,Yağmurlu,20.0,4,0,2,25-34
3492,2500.0,19,2,Bulutlu,11.0,2,0,1,25-34
3493,3050.0,19,2,Yağmurlu,15.0,3,0,1,25-34
3494,1620.0,19,2,Soğuk/Karlı,22.0,4,0,2,25-34
3495,3865.0,19,2,Bulutlu,16.0,3,0,1,25-34
